CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
534,France,Male,29,7,174851.9,1,1,1,79178.31
548,Spain,Male,44,8,0.0,1,1,0,16989.77
499,Germany,Female,44,6,77627.33,2,1,0,108222.68
727,Germany,Female,31,3,82729.47,2,1,0,60212.51
632,France,Male,38,4,0.0,2,0,0,192505.62
648,Germany,Male,34,3,95039.73,2,1,1,147055.87
710,France,Male,43,9,128284.45,1,1,0,32996.89
826,France,Female,49,0,0.0,1,0,0,178709.98
651,France,Female,39,8,0.0,1,1,0,137452.57
587,Spain,Female,35,3,83286.56,1,1,0,125553.52
588,France,Female,24,0,0.0,2,1,1,140586.08
596,Spain,Male,32,4,0.0,2,0,1,146504.35
770,France,Female,33,6,0.0,2,1,1,126131.9
706,Germany,Female,48,10,104478.12,3,0,1,158248.71
543,Spain,Female,46,5,140355.6,1,1,1,85086.78
627,Germany,Male,62,3,143426.34,2,1,1,143104.3
727,France,Male,61,0,128213.96,2,1,1,188729.08
799,France,Female,32,3,106045.92,2,1,1,17938.0
850,France,Female,34,2,0.0,2,1,1,171706.66
603,Spain,Male,57,6,105000.85,2,1,1,87412.24
625,Germany,Female,49,4,128504.76,1,1,0,126812.63
754,France,Female,47,1,185513.67,1,1,0,27438.83
598,Germany,Male,41,3,91536.93,1,1,0,191468.78
430,Germany,Male,49,3,137115.16,1,1,0,146516.86
700,Spain,Male,47,4,0.0,1,1,0,121798.52
752,Germany,Male,30,4,81523.38,1,1,1,36885.85
651,Spain,Male,45,4,0.0,2,0,0,193009.21
547,Spain,Female,22,7,141287.15,1,1,0,118142.79
535,France,Male,33,2,133040.32,1,1,1,110299.78
762,France,Female,44,7,159316.64,1,0,0,24780.13
587,France,Female,36,1,70784.27,1,1,0,30579.82
722,France,Male,46,6,0.0,1,1,1,93917.68
850,Germany,Female,34,3,129668.43,2,1,1,88743.99
686,Germany,Female,27,1,115095.88,2,0,0,78622.46
656,France,Male,46,9,143267.14,2,0,0,193099.43
699,France,Female,49,2,0.0,1,0,0,105760.01
737,France,Male,36,9,0.0,1,0,1,188670.9
498,France,Male,34,2,0.0,2,1,1,148528.24
705,Spain,Male,33,7,68423.89,1,1,1,64872.55
618,France,Female,37,5,96652.86,1,1,0,98686.4
608,Spain,Male,34,7,86656.13,1,0,1,59890.29
644,France,Male,33,9,141234.98,1,1,0,95673.05
520,Germany,Male,34,8,120018.86,2,1,1,343.38
683,Spain,Male,38,3,126152.84,1,0,0,15378.75
670,Spain,Female,32,3,0.0,2,1,0,46175.7
850,France,Male,28,8,67639.56,2,1,1,194245.29
767,France,Female,44,2,152509.25,1,1,1,136915.15
549,Spain,Male,25,6,193858.2,1,0,1,21600.11
776,France,Female,29,5,0.0,2,1,1,143301.49
645,Spain,Male,49,2,0.0,2,0,0,10023.15
651,France,Female,32,8,144581.96,1,1,1,87609.5
811,Germany,Female,28,4,167738.82,2,1,1,9903.42
724,Germany,Male,31,2,160997.54,2,0,1,64831.36
850,France,Male,30,9,121535.18,1,0,0,40313.47
798,Germany,Female,39,6,119787.76,1,1,1,164248.33
537,France,Male,28,0,88963.31,2,1,1,189839.93
717,France,Male,42,5,0.0,2,1,0,172665.21
753,France,Male,57,7,0.0,1,1,0,159475.08
593,Spain,Male,31,8,112713.34,1,1,1,176868.89
710,Germany,Male,37,6,135795.63,1,0,1,46523.6
647,France,Female,40,9,0.0,2,0,1,92357.21
521,France,Male,43,8,0.0,1,1,1,93180.09
850,France,Female,28,9,0.0,2,1,0,185821.41
505,Germany,Male,43,5,136855.94,2,1,0,171070.52
556,Germany,Male,37,9,145018.64,2,1,0,90928.02
769,France,Female,27,2,0.0,1,1,1,57876.05
502,Germany,Female,57,3,101465.31,1,1,0,43568.31
716,Germany,Male,50,2,119655.77,1,1,1,12944.17
593,Germany,Female,32,9,134096.53,2,1,0,53931.05
678,Spain,Female,27,5,87099.85,2,1,0,149550.95
680,France,Male,32,5,92961.61,1,1,0,116957.6
661,France,Female,31,3,133964.3,1,1,1,166187.1
787,France,Female,35,1,106266.8,1,1,1,16607.15
712,Spain,Male,27,10,0.0,1,1,0,94544.88
737,France,Male,41,1,101960.74,1,1,1,123547.28
584,Spain,Female,48,2,213146.2,1,1,0,75161.25
627,France,Male,33,5,0.0,2,1,1,103737.82
850,Spain,Female,29,10,0.0,2,1,1,94815.04
595,Germany,Female,45,9,106000.12,1,0,0,191448.96
492,Germany,Female,30,10,77168.87,2,0,1,146700.22
587,France,Male,47,6,71026.77,1,1,0,57962.41
750,Spain,Female,33,3,161801.47,1,0,1,153288.97
849,France,Male,27,0,0.0,2,0,1,157891.86
678,France,Female,60,10,117738.81,1,1,0,147489.76
778,France,Female,65,7,0.0,1,1,1,77867.23
655,Germany,Male,34,7,118028.35,1,1,0,51226.32
639,Spain,Male,34,5,139393.19,2,0,0,33950.08
599,Spain,Female,39,4,0.0,1,1,0,194273.2
602,Germany,Male,32,7,184715.86,2,1,0,113781.99
563,France,Male,35,3,106250.72,1,0,0,39546.32
679,France,Male,40,1,0.0,1,1,1,16897.19
582,Germany,Male,35,8,121309.17,2,1,1,28750.67
564,Germany,Female,44,3,111760.4,3,1,1,104722.47
655,Spain,Female,56,5,0.0,2,1,1,41782.7
699,Germany,Male,36,2,123601.56,2,1,0,103557.85
673,Spain,Female,32,0,0.0,1,1,1,72873.33
653,Spain,Male,30,4,0.0,2,1,0,120736.04
627,France,Female,35,7,0.0,2,0,1,193022.44
743,France,Male,23,3,110203.77,1,1,0,95583.45
470,France,Male,30,3,101140.76,1,1,1,50906.65
781,Spain,Male,35,1,0.0,2,0,0,42117.9
706,France,Male,35,5,0.0,2,1,1,81718.37
683,Spain,Male,40,4,95053.1,1,1,1,116816.54
679,France,Female,36,3,0.0,2,1,1,2243.41
726,France,Male,34,3,0.0,2,1,0,196288.46
636,France,Female,35,2,0.0,2,1,1,23129.46
702,France,Female,46,9,98444.19,1,0,1,109563.28
850,France,Male,46,9,117640.39,1,1,0,88920.68
678,France,Male,36,0,107379.68,1,1,1,84460.18
652,France,Female,37,4,0.0,2,1,0,143393.24
792,Spain,Male,36,5,92140.15,1,0,1,67468.67
746,France,Female,24,4,0.0,1,0,1,94105.0
643,France,Female,31,3,167949.48,1,1,0,143162.34
684,Germany,Female,48,10,126384.42,1,1,1,198129.36
678,France,Male,28,2,109137.12,1,1,1,58814.41
762,France,Male,20,1,139432.55,1,1,1,85606.83
661,Germany,Male,35,2,117212.18,1,1,1,83052.03
773,Germany,Male,43,8,81844.91,2,1,1,35908.46
570,France,Male,23,2,0.0,1,0,0,198830.98
446,France,Female,39,1,90217.07,1,1,0,191350.48
586,Germany,Female,56,9,100781.75,2,1,1,54448.41
577,Spain,Female,44,8,115557.0,1,0,1,127506.76
604,France,Male,36,6,116229.85,2,1,1,79633.38
670,France,Female,45,5,47884.92,1,1,1,54340.24
850,Germany,Male,29,1,154640.41,1,1,1,164039.51
599,Germany,Male,46,9,123444.72,1,1,1,31368.08
713,France,Female,39,10,0.0,2,1,1,126263.97
681,France,Male,23,7,157761.56,1,0,0,147759.84
628,France,Female,38,3,0.0,2,1,1,48924.73
758,France,Female,33,7,0.0,1,1,0,188156.34
633,France,Male,37,2,0.0,2,1,0,182258.17
667,Germany,Female,33,4,127076.68,2,1,0,69011.66
552,France,Male,49,4,0.0,1,1,1,190296.76
734,Spain,Female,39,3,92636.96,2,1,1,125671.29
707,Spain,Male,43,10,0.0,2,1,0,118368.2
537,France,Male,38,3,0.0,2,0,0,141023.01
534,France,Female,34,7,121551.58,2,1,1,70179.0
578,Spain,Male,40,6,63609.92,1,0,0,74965.61
517,Spain,Female,29,5,0.0,2,1,0,103402.88
850,France,Male,66,4,0.0,2,0,1,64350.8
660,France,Female,40,8,167181.01,1,1,1,185156.94
749,Spain,Female,43,1,124209.02,1,1,1,167179.48
602,Spain,Female,22,7,141604.76,1,1,0,30379.6
674,Germany,Female,38,10,83727.68,1,1,0,45418.12
658,France,Male,25,3,0.0,2,0,1,173948.4
517,France,Male,37,5,113308.84,1,0,1,31517.16
749,France,Male,37,10,185063.7,2,1,1,134526.87
721,France,Male,40,9,118129.87,1,1,1,160277.65
764,France,Female,24,7,106234.02,1,0,0,115676.38
667,Germany,Male,32,0,103846.65,1,1,0,20560.69
767,France,Female,35,6,115576.44,1,0,1,27922.45
699,France,Male,22,9,99339.0,1,1,0,68297.61
725,Germany,Male,45,8,116917.07,1,0,0,173464.43
668,Germany,Female,39,0,122104.79,1,1,0,112946.67
722,France,Male,40,6,0.0,2,1,1,111893.09
546,France,Male,34,4,165363.31,2,1,1,25744.13
701,Germany,Male,23,5,186101.18,2,1,1,76611.33
542,Spain,Male,43,6,113567.94,1,1,0,89543.25
616,Germany,Female,57,7,116936.81,1,1,1,104379.36
731,France,Male,31,1,132512.26,1,1,1,185466.85
632,Spain,Female,32,1,0.0,2,1,0,19525.65
556,France,Male,38,2,114756.14,1,1,0,193214.05
570,France,Male,32,9,117337.54,2,0,1,62810.91
756,Germany,Male,27,1,131899.0,1,1,0,93302.29
633,Germany,Male,29,6,117412.35,1,0,0,30338.94
738,France,Female,38,7,0.0,2,0,0,69227.42
505,Germany,Female,37,10,122453.97,2,1,1,52693.99
657,France,Male,32,3,118829.03,2,1,1,73127.61
738,France,Male,35,5,161274.05,2,1,0,181429.87
513,Spain,Male,39,7,89039.9,2,1,1,146738.83
773,Germany,Female,36,4,105858.71,1,0,1,4395.45
652,Germany,Female,47,0,126597.89,2,1,1,38798.79
847,Spain,Male,31,5,0.0,2,1,1,76326.67
822,France,Male,50,7,0.0,2,1,1,10062.8
850,Spain,Female,41,3,99945.93,2,1,0,71179.31
727,Germany,Male,21,8,153344.72,1,1,1,163295.87
602,Germany,Female,48,7,76595.08,2,0,0,127095.14
811,France,Female,35,7,0.0,1,1,1,178.19
728,Germany,Male,39,6,152182.83,1,0,0,161203.6
573,Spain,Male,44,8,0.0,2,0,0,62424.46
850,Germany,Female,27,8,111837.78,2,1,1,110805.79
516,France,Female,33,7,127305.5,1,1,1,120037.36
617,France,Male,40,5,190008.32,2,1,1,107047.92
840,France,Female,39,1,94968.97,1,1,0,84487.62
681,Germany,Male,49,8,142946.18,1,0,0,187280.51
542,Germany,Male,25,8,139330.1,1,0,0,54372.37
719,France,Female,42,4,0.0,1,1,0,28465.86
694,France,Male,34,5,127900.03,1,1,0,101737.8
510,France,Male,44,6,0.0,2,1,1,175518.31
645,Spain,Male,38,1,68079.8,1,0,1,166264.89
683,France,Female,42,8,0.0,2,0,1,198134.9
621,Germany,Female,30,2,101014.08,2,1,1,165257.31
755,Germany,Female,30,6,154221.37,2,0,1,62688.55
771,France,Female,41,10,108309.0,4,1,1,137510.41
665,France,Female,23,9,143672.9,1,1,1,115147.33
676,Germany,Female,34,4,89437.03,1,1,1,189540.95
418,France,Male,28,7,98738.92,1,1,0,122190.22
660,France,Male,40,5,131754.11,2,1,1,38761.61
612,France,Female,35,3,0.0,1,1,1,48108.72
716,Germany,Female,18,3,128743.8,1,0,0,197322.13
721,France,Male,42,4,102936.72,1,0,0,1187.88
562,Germany,Female,39,6,130565.02,1,1,0,9854.72
619,Germany,Male,23,5,132725.1,1,1,1,143913.33
850,France,Female,32,5,106290.64,1,1,0,121982.73
670,Germany,Male,40,2,164948.98,3,0,0,177028.0
715,France,Male,37,9,165252.52,1,1,0,85286.3
618,France,Female,31,4,0.0,2,1,0,29176.04
571,Germany,Female,34,1,101736.66,1,0,1,195651.66
700,Germany,Female,39,5,144550.83,2,1,1,189664.43
600,France,Female,49,6,0.0,1,0,1,148087.88
714,Spain,Male,45,8,150900.29,2,0,1,139889.15
601,Spain,Male,28,6,0.0,2,1,0,14665.28
717,Germany,Female,33,10,102185.42,2,1,0,23231.93
673,Germany,Female,77,10,76510.52,2,0,1,59595.66
770,France,Male,31,3,155047.56,2,1,1,186064.34
655,France,Male,44,8,87471.63,1,0,1,188593.98
443,Germany,Male,50,3,117206.3,1,1,0,42840.18
662,Germany,Male,33,0,103471.52,1,1,1,162703.0
828,Spain,Male,47,1,109876.82,2,1,0,83611.45
587,France,Male,39,10,0.0,2,1,1,170409.45
527,Spain,Female,29,2,27755.97,1,1,0,97468.44
572,France,Male,37,1,133043.66,1,0,0,111243.09
621,France,Female,50,5,0.0,2,1,0,191756.54
636,France,Male,31,6,0.0,2,1,1,2382.61
764,Spain,Female,48,1,75990.97,1,1,0,158323.81
603,Germany,Female,35,9,145623.36,1,1,0,163181.62
512,Germany,Male,42,9,93955.83,2,1,0,14828.54
556,France,Female,46,10,0.0,2,0,0,109184.24
755,Germany,Male,38,4,111096.91,1,1,1,19762.88
593,France,Female,39,0,117704.73,1,1,0,197933.5
642,France,Male,35,4,125476.31,1,1,1,91775.51
611,Spain,Male,46,6,0.0,2,1,0,45886.33
517,Spain,Male,46,4,0.0,1,1,0,22372.78
662,Spain,Female,30,9,0.0,2,0,1,157884.83
757,France,Male,28,7,120911.75,2,1,1,131249.46
697,France,Male,36,7,0.0,2,1,1,74760.32
665,France,Female,55,8,136354.16,1,1,1,93769.89
637,Germany,Male,30,6,122641.56,2,1,0,65618.01
638,France,Female,43,3,145860.98,1,1,1,142763.51
563,Spain,Male,61,1,82182.1,1,1,0,106826.92
546,France,Female,52,2,0.0,1,1,0,137332.37
692,France,Female,42,2,0.0,2,1,0,145222.93
512,Germany,Female,40,8,153537.57,2,0,0,23101.13
692,France,Female,31,2,0.0,2,1,0,91829.17
806,Spain,Male,25,7,0.0,2,1,0,18461.9
813,Germany,Female,36,6,98088.09,1,0,1,26687.22
534,France,Male,62,2,0.0,2,0,0,42763.12
559,France,Female,70,9,0.0,1,1,1,122996.76
745,Spain,Female,35,8,0.0,2,1,1,116581.1
613,France,Male,20,3,0.0,2,1,1,149613.77
759,France,Male,42,4,105420.18,1,0,1,121409.06
701,Spain,Male,35,10,159693.9,2,1,1,71173.64
842,France,Male,44,3,141252.18,4,0,1,128521.16
640,Spain,Male,36,4,0.0,1,0,0,173016.46
727,France,Female,31,2,52192.08,2,0,1,160383.47
654,France,Male,37,6,83568.55,1,1,0,47046.72
706,Germany,Female,56,3,139603.22,1,1,1,86383.61
622,France,Female,30,4,107879.04,1,0,1,196894.62
710,Germany,Male,49,10,129164.88,1,1,1,193266.72
667,Spain,Female,40,1,146502.07,1,1,0,19162.89
806,France,Female,67,1,0.0,2,0,1,103945.58
602,Germany,Female,26,8,113674.2,1,1,0,197861.16
637,Germany,Male,51,1,104682.83,1,1,0,55266.96
495,Germany,Male,39,8,120252.02,2,1,1,10160.23
576,France,Male,63,9,70655.48,1,0,0,78955.8
439,France,Male,28,7,110976.23,2,1,0,138526.96
596,Spain,Male,57,6,0.0,2,1,1,72402.0
599,Germany,Male,40,10,137456.28,2,1,1,14113.11
667,Spain,Male,45,3,0.0,2,0,0,163655.01
530,Germany,Female,42,0,99948.45,1,0,1,97338.62
636,France,Male,35,9,95478.17,1,0,0,169286.74
722,France,Female,49,3,168197.66,1,1,0,140765.57
630,Germany,Female,23,4,137964.51,1,0,1,174570.55
642,Germany,Female,36,2,124495.98,3,1,1,57904.22
702,Germany,Male,36,9,90560.48,2,1,0,174268.87
687,Germany,Female,47,1,91219.29,1,0,0,158845.49
696,Spain,Male,47,1,106758.6,1,1,1,80591.18
749,Spain,Male,42,9,222267.63,1,0,0,101108.85
751,Spain,Female,37,3,99773.85,2,1,0,54865.92
785,Germany,Female,38,9,107199.75,1,0,0,146398.51
607,France,Male,35,2,0.0,2,1,1,114190.3
520,France,Male,34,3,0.0,2,1,1,104703.96
694,France,Female,29,5,99713.87,1,0,0,112317.89
578,France,Male,30,4,169462.09,1,1,0,112187.11
731,Spain,Male,42,9,101043.63,1,1,1,192175.52
565,France,Female,44,1,0.0,2,0,1,89602.81
682,France,Male,30,9,0.0,2,1,1,2053.42
527,Spain,Male,53,8,0.0,1,1,1,51711.57
633,France,Male,40,4,150578.0,1,0,1,34670.62
552,Spain,Male,55,3,0.0,1,1,1,40333.94
652,France,Female,37,4,92208.54,1,0,1,197699.8
707,France,Female,36,6,0.0,1,0,0,98810.78
513,Spain,Male,72,3,98903.06,1,1,1,81251.24
583,France,Male,36,8,0.0,2,0,1,5571.59
709,France,Female,34,2,111669.68,1,1,0,57029.66
694,Spain,Female,39,9,0.0,2,0,0,99924.04
584,France,Female,26,0,146286.22,1,1,0,105105.35
610,France,Female,35,7,81905.95,1,1,1,61623.19
790,Germany,Female,25,5,152885.77,1,1,0,58214.79
777,Spain,Female,35,3,0.0,2,1,1,17257.72
624,France,Female,62,7,125163.62,2,1,1,151411.5
587,Spain,Male,45,6,0.0,1,0,0,158684.81
590,France,Female,76,5,160979.68,1,0,1,13848.58
586,Germany,Male,42,6,126704.49,2,1,0,41682.3
820,Spain,Male,34,10,97208.46,1,1,1,59553.34
493,Germany,Female,35,8,178317.6,1,0,0,197428.64
813,Germany,Male,59,2,135078.41,1,1,0,187636.06
646,France,Male,26,4,139848.17,1,1,0,164696.27
709,France,Male,49,4,154344.49,2,1,1,38794.57
590,France,Male,43,7,81076.8,2,1,1,182627.25
430,France,Male,31,5,0.0,1,1,0,95655.16
678,France,Female,60,2,0.0,2,1,1,43821.56
751,Germany,Female,51,7,148074.79,1,1,0,146411.41
790,Spain,Male,29,3,46057.96,2,1,1,189777.66
497,France,Male,32,8,0.0,2,1,0,67364.42
698,France,Female,40,7,105061.74,3,1,0,107815.31
778,Germany,Female,45,1,162150.42,2,1,0,174531.27
778,France,Male,42,6,0.0,2,1,1,106197.44
624,France,Male,36,6,0.0,2,0,0,84749.96
850,Germany,Female,33,7,134678.13,1,1,0,113177.95
697,France,Female,38,1,182065.85,1,1,0,49503.5
587,France,Male,36,1,0.0,2,0,1,17135.6
748,France,Male,60,0,152335.7,1,1,0,126743.33
667,France,Male,42,7,0.0,1,0,1,108348.94
688,Germany,Female,40,8,150679.71,2,0,1,196226.38
713,France,Female,59,3,0.0,2,1,1,62700.08
541,France,Female,39,6,109844.81,1,1,0,25289.23
816,France,Male,31,8,0.0,2,1,1,28407.4
603,Spain,Male,46,2,0.0,2,1,0,174478.54
573,France,Female,27,4,0.0,2,1,1,157549.6
484,France,Male,41,5,0.0,1,1,1,74267.35
547,France,Female,49,2,0.0,1,0,0,65466.93
488,Spain,Female,39,9,140553.46,1,0,0,12440.44
695,France,Female,42,0,0.0,2,0,1,140724.64
486,Spain,Male,24,1,0.0,1,1,0,98802.76
614,Germany,Female,39,8,125997.22,1,1,1,128049.34
723,France,Male,28,4,0.0,2,1,1,123885.88
452,France,Female,35,7,0.0,2,1,0,164241.67
648,Spain,Female,43,7,81153.82,1,1,1,144532.85
670,France,Male,33,2,141204.65,2,1,0,76257.46
729,Spain,Male,37,10,0.0,2,1,0,100862.54
694,France,Female,22,4,0.0,2,1,1,11525.72
654,France,Female,28,7,0.0,2,1,0,151316.37
613,France,Female,46,8,167795.6,1,0,1,44390.38
641,France,Male,50,6,153590.73,2,1,1,130910.78
708,France,Male,34,3,0.0,1,0,1,121457.88
719,Spain,Male,35,1,100829.94,1,1,1,165008.97
651,France,Female,25,8,0.0,2,1,1,126761.2
684,France,Male,60,2,116563.58,1,1,0,120257.7
645,France,Female,55,7,0.0,2,1,1,18369.33
562,France,Female,27,3,0.0,2,1,0,28137.03
571,France,Male,34,1,99325.04,2,0,1,186052.15
686,Germany,Male,35,2,109342.82,2,0,1,86043.27
623,France,Female,28,4,0.0,2,1,0,41227.67
850,Spain,Male,33,3,100476.46,2,1,1,136539.13
680,France,Female,32,5,0.0,1,1,1,150684.23
531,France,Female,42,2,0.0,2,0,1,90537.47
769,France,Male,51,9,156773.78,2,1,0,40257.79
663,France,Female,37,7,0.0,1,1,1,185210.63
653,France,Male,41,8,102768.42,1,1,0,55663.85
642,France,Female,55,7,0.0,2,1,1,101515.76
713,Germany,Male,47,1,95994.98,1,1,0,197529.23
702,Germany,Female,23,7,98775.23,1,1,0,114603.96
816,Germany,Female,25,2,150355.35,2,1,1,35770.84
757,France,Female,71,0,88084.13,2,1,1,154337.47
499,France,Female,57,1,0.0,1,0,0,131372.38
755,France,Male,36,8,0.0,2,1,0,176809.87
842,Germany,Female,35,9,119948.09,1,1,0,48217.97
515,Spain,Male,29,4,151012.55,2,1,0,9770.97
728,Germany,Female,33,9,150412.14,2,1,0,170764.08
727,Germany,Male,58,5,106913.43,1,1,0,25881.0
498,Germany,Male,37,8,108432.88,2,1,1,14865.05
763,Germany,Female,61,1,66101.89,1,1,1,143981.27
589,France,Female,59,2,0.0,2,1,1,126160.24
713,France,Female,52,0,185891.54,1,1,1,46369.57
590,France,Female,45,2,81828.22,1,1,0,52167.97
765,Germany,Female,34,8,136729.51,2,0,0,47058.21
751,France,Male,47,5,142669.93,2,1,0,162760.96
543,France,Male,43,9,0.0,2,1,1,78858.07
756,France,Male,37,3,132623.6,1,1,1,58974.0
705,Germany,Female,43,10,146547.78,1,0,1,10072.55
601,France,Male,32,8,93012.89,1,1,0,86957.42
625,Germany,Male,42,6,100047.33,1,1,0,93429.95
498,France,Male,73,2,170241.7,2,1,1,165407.96
593,France,Female,41,6,0.0,1,1,0,65170.66
636,Spain,Male,37,1,115137.26,1,1,0,52484.01
624,France,Male,51,10,123401.43,2,1,1,127825.25
717,France,Male,31,4,129722.57,1,0,0,41176.6
566,France,Female,21,3,0.0,2,1,1,3626.47
672,France,Male,52,8,170008.84,1,0,0,56407.42
649,France,Female,45,5,92786.66,1,1,0,173365.9
485,Spain,Female,30,7,0.0,1,1,0,107067.37
772,Spain,Male,41,10,96032.22,1,1,1,75825.57
502,Germany,Female,42,0,132002.7,1,0,1,28204.98
649,France,Male,45,7,0.0,2,0,1,75204.21
574,France,Female,34,5,112324.45,2,1,1,17993.43
597,Spain,Male,38,1,0.0,2,1,0,41303.29
678,Germany,Female,37,2,113383.07,1,1,1,135123.96
619,Spain,Male,52,8,0.0,2,1,1,123242.11
524,Spain,Female,64,5,0.0,1,1,0,136079.64
791,Germany,Female,33,10,130229.71,2,0,0,54019.93
777,France,Male,29,2,0.0,2,1,0,124489.88
710,France,Male,45,1,0.0,2,1,1,36154.66
626,Spain,Female,48,2,0.0,2,1,1,95794.98
708,France,Female,59,2,0.0,1,1,0,179673.11
850,Spain,Female,38,3,0.0,2,0,1,179360.76
468,France,Female,22,1,76318.64,1,1,1,194783.12
661,Germany,Male,37,7,109908.06,2,1,0,115037.67
450,France,Male,29,7,117199.8,1,1,1,43480.63
534,France,Female,42,9,144801.97,1,0,1,12483.39
576,Germany,Female,71,6,140273.47,1,1,1,193135.25
624,France,Male,26,9,74681.9,2,0,0,31231.35
697,Spain,Male,56,5,110802.03,1,1,1,50230.31
545,Spain,Female,47,5,0.0,2,1,1,38970.14
821,Spain,Female,38,8,0.0,2,0,1,126241.4
607,France,Male,44,0,0.0,2,1,1,81140.09
801,France,Male,42,6,0.0,2,1,1,95804.33
711,France,Female,25,7,0.0,3,1,1,9679.28
580,Germany,Male,39,3,119688.81,1,1,0,137041.26
586,France,Female,43,8,132558.26,1,1,0,67046.83
619,Germany,Male,38,10,84651.79,1,1,1,184754.26
701,Spain,Male,28,1,103421.32,1,0,1,76304.73
723,Germany,Female,49,0,153855.52,1,1,1,180862.26
638,France,Female,34,7,0.0,2,1,1,198969.78
641,Germany,Male,42,3,121765.37,2,1,1,166516.84
553,France,Male,32,7,64082.09,1,0,1,109159.58
716,Germany,Male,66,5,121411.9,1,0,0,10070.4
618,Germany,Male,42,8,153572.31,2,1,1,76679.6
601,France,Male,40,10,98627.13,2,0,0,77977.69
615,France,Male,32,7,92199.84,1,1,1,2755.53
632,Germany,Female,41,3,81877.38,1,1,1,33642.21
607,Germany,Male,40,5,90594.55,1,0,1,181598.25
735,Spain,Male,50,9,0.0,1,0,0,166677.35
669,France,Female,33,9,0.0,2,0,1,107221.03
615,France,Male,35,7,0.0,2,1,0,150784.29
808,France,Female,33,2,103516.87,1,1,0,113907.8
729,Germany,Female,42,4,97495.8,2,0,0,2002.5
662,France,Female,37,6,0.0,2,1,0,51229.17
746,France,Female,37,4,0.0,2,0,1,171039.56
841,Germany,Female,52,3,112383.03,1,1,0,85516.37
624,Germany,Female,45,5,151855.33,1,1,0,68794.15
803,France,Male,42,5,0.0,1,1,0,196466.83
782,Spain,Male,52,4,0.0,1,1,1,52759.82
717,Germany,Female,33,0,115777.23,1,1,1,81508.1
606,Spain,Female,23,10,70417.79,1,0,1,90896.04
544,France,Male,23,1,96471.2,1,1,0,35550.97
645,France,Male,40,6,131411.24,1,1,1,194656.11
835,Spain,Male,45,3,100212.13,1,1,0,152577.62
665,France,Female,37,5,160389.82,1,0,1,183542.08
660,Spain,Male,33,4,0.0,1,1,0,29664.45
418,France,Female,46,9,0.0,1,1,1,81014.5
416,Spain,Male,35,8,0.0,1,0,0,119712.78
735,Germany,Male,43,10,123180.01,2,1,1,196673.28
730,Spain,Male,38,5,118866.36,1,1,1,163317.5
472,Spain,Male,40,4,0.0,1,1,0,70154.22
605,France,Female,33,4,0.0,2,0,1,83700.66
614,Spain,Female,41,7,179915.85,1,0,0,14666.35
850,Spain,Male,54,7,108185.81,2,0,0,24093.4
573,Spain,Male,44,9,0.0,2,1,0,107124.17
539,Spain,Female,39,6,62052.28,1,0,1,59755.14
721,France,Female,40,7,0.0,2,1,1,122580.48
523,Spain,Female,36,8,113680.54,1,0,0,13197.44
725,Germany,Female,47,1,104887.43,1,0,0,86622.56
613,Spain,Male,39,8,118201.41,1,1,0,23315.59
646,Germany,Male,32,8,105397.8,1,1,0,78111.84
559,France,Male,50,5,162702.35,1,0,0,150548.5
620,Germany,Male,39,9,159492.79,1,1,0,80582.34
599,Germany,Male,38,9,89111.63,1,0,0,157239.6
542,Spain,Male,37,8,0.0,1,1,1,807.06
734,France,Male,51,1,118537.47,1,1,1,116912.45
684,Germany,Male,35,3,99967.76,1,1,1,176882.08
614,France,Female,41,8,121558.46,1,1,1,598.8
473,Germany,Female,35,7,131504.73,1,1,0,189560.43
584,France,Male,35,6,161613.94,2,1,1,148238.16
708,Spain,Male,33,3,0.0,2,1,0,138613.21
630,France,Male,43,9,0.0,2,1,1,34338.04
659,Spain,Male,78,2,151675.65,1,0,1,49978.67
744,Spain,Male,39,4,95161.75,1,1,0,19409.77
783,Germany,Female,41,5,106640.5,1,1,0,176945.96
598,France,Male,60,4,0.0,1,1,0,197727.14
501,Germany,Male,40,5,114655.58,1,0,0,126535.92
383,Spain,Female,48,8,95808.19,1,0,0,137702.01
717,France,Male,50,9,90305.76,1,1,1,124626.57
685,France,Male,33,6,0.0,1,1,0,58458.26
609,Spain,Female,45,4,89122.3,1,1,1,199256.98
714,Germany,Female,49,5,140510.89,1,1,0,141914.94
792,Spain,Male,25,8,142862.21,1,1,1,130639.01
508,Germany,Male,28,0,96213.82,2,1,0,147913.56
637,Spain,Female,44,0,157622.58,1,1,1,120454.2
432,France,Female,27,6,62339.81,2,0,0,53874.67
530,France,Female,29,5,0.0,2,0,0,121451.21
601,France,Male,47,1,64430.06,2,0,1,96517.97
695,France,Male,49,9,159458.53,1,1,0,135841.35
755,Germany,Male,40,2,137430.82,2,0,0,176768.59
559,Spain,Male,25,5,0.0,2,1,1,163221.22
634,Spain,Male,35,3,0.0,2,1,1,19515.48
642,Germany,Male,22,10,111812.52,2,1,1,183045.46
717,Spain,Male,36,2,102989.83,2,0,1,49185.57
546,France,Female,20,6,0.0,1,0,1,20508.85
501,France,Female,40,2,0.0,2,0,0,141946.92
521,France,Male,27,4,121325.84,1,1,1,164223.7
678,France,Female,35,4,0.0,1,1,0,125518.32
782,France,Male,39,8,0.0,2,1,1,33949.67
625,Spain,Female,69,1,107569.96,1,1,1,182336.45
